Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Clubhouse,Function Room,Water Feature,High Ceiling,Spa Pavilion,Jacuzzi,Oven,Parking,Balcony,Pool Deck,Wading Pool,Lounge,Utility Room,Playground,Washer,Fibre Ready,BBQ,Gym,Fridge,Low Floor,Dryer,Steam Room,Tennis Court,Infinity Pool,Aircon,Maid Room,Swimming Pool,Waterfall,Fitness Corner,Security,Bathtub,Reflexology Path","2,013 sqft (built up)","Low Floor with poolview, 
Gd condition ,
5 min to orchard / CBD / Integrated Resort
Immediate


- 4rm @ 2013sqft, pool view, 
- 5 min to Somerset MRT
- 5 min to CBD
- 10 min to Vivo / Sentosa
- Walking Distance to Somerset MRT Station &amp; Orchard Road
- short drive to  American Club and Tanglin Club.
- walking distance Robertson Quay
- Minutes to  Chatsworth International School,
- Minutes to ISS International School (Paterson), 
- Minutes Drive to Marina Bay &amp; Raffles Place, 

Facilities: 
• Adult's Pool 
• Children's Pool 
• Spa 
• BBQ Area 
• Children’s’ Play Area 
• Tennis Court 
• Club House: 
. Gymnasium 
. Lounge 
. 4 Function Rooms",D09,,North,,Partially Furnished,Yes,Flexible,St Thomas Suites,4 Baths,4 Beds,,S$4.22 psf,"S$8,500/mo",https://www.99.co/singapore/rent/property/st-thomas-suites-condo-byKGtpxhRCXuePQvYicTCE
"Clubhouse,Parking,Fridge,Sea View,High Floor,Security,Balcony,City View,Pool View,Renovated,Closet,Swimming Pool,TV,Sofa,Bed,Aircon,Wading Pool,Jacuzzi,Fitness Corner,Dining Room Furniture,Washer,Fibre Ready,Lap Pool,BBQ",592 sqft (built up),"*Exclusive For Rent*
Expatriate Choice!!!

* A1 Location
* High Flr
* Rare Unit That Came With Balcony with a Cosy Area
* Fantastic Sea / Bay and Pool View
* Renovated
* Fully Furnished
* Mins walk to Lavender MRT (Green Line)

View to Appreciate!!!

Viewing by Appointment Only!

For viewing, kindly call Jimmy @ 97937000.

Dear Buyer,
There are also others units within the same area. Feel free to enquire & let me arrange a 1 stop view all session for you!!!

Dear Seller,
Welcome to enquire on your property. Know more on latest HDB rules and regulations and i will help you achieve your objectives",,All races welcome,South,,Fully Furnished,,Flexible,Citylights,1 Bath,1 Bed,,S$5.41 psf,"S$3,200/mo",https://www.99.co/singapore/rent/property/citylights-condo-SUNgoNfQ8zoDrv3maRekxi
"Renovated,Aircon,Gym,Pool Deck,Fridge,Bed,Low Floor,Swimming Pool,Parking,Washer,Security,Balcony",592 sqft (built up),"2 bedders for rent at 28 Imperial Residences

-592 sqft size
-Both rooms come with attached bathroom
-Near eateries and amenities
-Viewing by appt
-Walking distance to Dakota MRT  station
-Currently vacant
-Good size balcony

Call 9273 6096 for viewing !",D14,,West,,Partially Furnished,,Flexible,28 Imperial Residences,3 Baths,2 Beds,Not Allowed,S$3.89 psf,"S$2,300/mo",https://www.99.co/singapore/rent/property/28-imperial-residences-condo-WsXXMwDpUCDT5t96p8mwaF
"Clubhouse,Aircon,Greenery View,Wading Pool,Low Floor,Swimming Pool,Utility Room,Squash Court,Playground,Parking,Security,Gym,BBQ,Tennis Court","1,572 sqft (built up)","Located close to nature and the sea, Gold Coast Condominium features a range of resort style facilities, including squash courts, swimming and wading pools, gymnasium, barbeque pits, children’s playground and multi-functional rooms.
Haw Par Villa MRT Station is just minutes’ drive away and dining and entertainment outlets abound at nearby West Coast Plaza and VivoCity. 
Also in the vicinity are West Coast Park, Universal Studios and Resorts World Sentosa, as well as National University of Singapore (NUS) and The Japanese School Singapore.",D05,All races welcome,,,Partially Furnished,,24 months,Gold Coast Condominium,2 Baths,3 Beds,,S$2.74 psf,"S$4,300/mo",https://www.99.co/singapore/rent/property/gold-coast-condominium-condo-7vABq2LW8FusHJFTmALr7n
"TV,Aircon,Mid Floor,Washer,Fridge,Bed","1,119 sqft (built up)","Blk 932 Yishun Central 

-4A HDB model
-104 sqm spacious unit
-Fully furnished 
-Well kept unit
-Near to many nice eateries
-Short walking distance to Yishun mrt station
-Near to North point mall


Call 9273 6096 for viewing !!",D27,,North East,,,,Flexible,932 Yishun Central 1,2 Baths,3 Beds,,S$1.97 psf,"S$2,200/mo",https://www.99.co/singapore/rent/property/932-yishun-central-1-hdb-cN8vRZJYqnVB7ZmnRgv5Jh
"Bomb Shelter,Bathtub,Renovated,Closet,High Ceiling,Aircon,Stove,Fridge,Walk In Closet,Maid Room,Utility Room,Dryer,Study Room,Oven,Washer,Fibre Ready,Balcony","4,750 sqft (built up)","★★★New Condition Semi-Detached★★★
Available for Immediate Occupation 

Land 3130 sqft
Built up 4750 sqft

Features
✔︎ Double volume ceiling for living room
✔︎ 5 en-suite Bedrooms
✔︎ Guest room and helpers room in ground floor
✔︎ 7 person Schindler Lift
✔︎ Mins Walk to Sembawang Shopping Center and Giant
✔︎ Free Shuttle Bus to MRT Stations daily
✔︎ white goods

Contact Vern @ 9151-4489 for viewing",D27,All races welcome,East,,Partially Furnished,,Flexible,Sembawang Springs Estate,5 Baths,5 Beds,Allowed,S$1.68 psf,"S$8,000/mo",https://www.99.co/singapore/rent/property/jalan-malumalu-landed-uThsPKxeXBHPNzgXunvDdZ
"Fitness Corner,Fibre Ready,Security,Aircon,Stove,Fridge,Dryer,Oven,Parking,Washer,Pool View,Gym,Balcony",807 sqft (built up),"2 Bedroom Ensuite. Pool View.

- One of the bigger 2 bedroom with good layout
- 2 Proper Enclosed Bedroom 
- 2 Attached Bathroom
- Part furnished 
- Available 15 February onwards

Call sole agent Tessa 98783875 for a viewing now.",D19,,,,Partially Furnished,Yes,Flexible,Watertown,2 Baths,2 Beds,,S$3.47 psf,"S$2,800/mo",https://www.99.co/singapore/rent/property/watertown-condo-QRyLgGni8WzCw6R7biJRMJ
"Clubhouse,Aircon,TV,Gym,Fridge,Bed,Wading Pool,Tennis Court,Parking,Dining Room Furniture,Washer,Lap Pool,BBQ,Balcony",764 sqft (built up),"*** Whole unit 2 bedders at The Nautical Condo ***


-Fully furnished
-One minute walking distance to Sembawang Shopping center
-Near to the famous Eateries
-Free shuttle bus to Sembawang MRT station
-Quiet environment
-Available Mid of June 2018
-All welcome
-Friendly landlord

Call 9273 6096 for viewing today",D27,,North,,,,Flexible,The Nautical,2 Baths,2 Beds,,S$3.01 psf,"S$2,300/mo",https://www.99.co/singapore/rent/property/the-nautical-condo-Q23LSyrEzbuRPYj4D77nZa
"Basketball Court,Stove,Fridge,Jacuzzi,Steam Room,Tennis Court,Oven,Parking,Mid Floor,Security,Balcony,Renovated,Closet,Maid Room,Sofa,Bed,Aircon,Wading Pool,Playground,Fitness Corner,Dining Room Furniture,Washer,Fibre Ready,Gym","1,561 sqft (built up)","For Rent 2 bedder + study condo doorstep to Ang Mo Kio MRT and town centre - Super convenient 
* Windy 
* Super Convenient
* Nicely renovated
* Door steps to Ang Mo Kio MRT/Bus Terminal and Hub
* Door steps to Ang Mo KIo Town Centre
* Near to Amenities like Coffee shops, Supermarkets, Clinics, Cinemas, Library
* Near to Bishan Park, Ang Mo Kio MRT

DON'T MISS THIS GEM !!  

SERIOUS TENANTS - CALL BECKY @ 93691048  OR CHRIS @ 98196796 NOW !!

My other listings at:  Chris-Low.com",D20,All races welcome,,7,,,24 months,Centro Residences,3 Baths,2 Beds,Allowed,S$2.95 psf,"S$4,600/mo",https://www.99.co/singapore/rent/property/centro-residences-condo-LKwXZMfoWdroonFX9pDJMh
"Swimming Pool,Bomb Shelter,Stove,Aircon,Parking","1,194 sqft (built up)","Great layout with 3 good sized bedroom
Available immediately!

38 Amber is located at 38 Amber Road, Singapore 439877, in district 15. Completed in 2008, it comprises a total of 29 units. 

38 Amber is within driving distance to Dakota MRT Station.

No condo facilities at 38 Amber

The schools in the vicinity include Tanjong Katong Primary School, Tanjong Katong Secondary School and Tanjong Katong Girls&#39; School.

Residents can head down to Katong Shopping Centre for amenities such as retail, supermarkets, restaurants, banks, and more.

Please call Brandon Chia @ 9022 8877 at anytime!",D15,,,,Partially Furnished,,24 months,38 Amber,2 Baths,3 Beds,,S$2.91 psf,"S$3,480/mo",https://www.99.co/singapore/rent/property/38-amber-condo-oPUMqzgwXdLe8f8j4auYrK
"Bomb Shelter,Roof Terrace,Aircon,Maid Room,Stove,Patio / PES,Balcony","5,500 sqft (built up)","Great for big family!
+ 1 Guest room + private lift + Swimming pool (Length 11m, Width 2m, Depth 1.3m)

* Level 1 *
Living Hall 
Dining Hall
Wet & Dry kitchen
Household Shelter
Domestic Helper's Room

* Level 2 *
Master Bedroom
2 En-suite Bedrooms
Storage Room

* Level 3 *
2 En-suite Bedrooms
Family Corner Area
Outdoor Roof Terrace

Please call Brandon Chia @ 9022 8877 for a viewing at anytime!",D21,All races welcome,,,Partially Furnished,,24 months,Hong Kong Park,6 Baths,6 Beds,,S$2.36 psf,"S$13,000/mo",https://www.99.co/singapore/rent/property/hua-guan-avenue-landed-fqicYgbEGbLQeGhWLcTFUH
"Clubhouse,Function Room,Basketball Court,Water Feature,Gym,Spa Pavilion,Steam Room,Tennis Court,Parking,Pond,Outdoor Dining,Security,Balcony,Fun Pool,Renovated,Aircon,Greenery View,Pool Deck,Bed,Lounge,Mini Golf Range,Wading Pool,Hydrotherapy Pool,Fitness Corner,Washer,Lap Pool,BBQ",465 sqft (built up),"RENTAL STUDIO @ BARTLEY RIDGE 

465SQFT. 
READY TO MOVE IN. 
FURNISH WITH THE BASIC EQUIPMENT FOR YOU TO MOVE IN.

A CONDO THAT HAVE A GREAT FITNESS GYM AND SWIMMING POOL FOR YOU TO USE. 

NEARBY FAMOUS SCHOOL 
HIGHLY SECURED AREA. 
SERENE ENVIRONMENT. 

GOOD LOCATION WITH BARTLEY RIDGE MRT JUST WITHIN 3 MIN WALKING DISTANCE. 
USING IT EXTENSIVE MRT NETWORK, ACCESS TO TOWN AND OTHER PART OF SINGAPORE ARE SO CONVENIENT. 

NEX @ SERANGOON 
EATERY AND FOOD COMPLEX SUCH AS BREADTALK HQ IS NEARBY. 
FAMOUS MICHELIN CHEF CHAN IS NEARBY TOO. 

PLEASE CALL US TO ARRANGE. 

CHEERS.
CH LEE
90085846
PROPNEX.


",D13,All races welcome,North East,,Fully Furnished,,12 months,Bartley Ridge,1 Bath,Studio,Not Allowed,S$4.95 psf,"S$2,300/mo",https://www.99.co/singapore/rent/property/bartley-ridge-condo-MQmm5JDjZyM75Kznqw7QAM
"Bomb Shelter,Corner Unit,Loft,Closet,High Ceiling,Greenery View,City View,Fridge,Walk In Closet,Aircon,Bathtub,Dryer,Oven,Dining Room Furniture,Dishwasher,Washer,Fibre Ready,Stove,Balcony","5,000 sqft (built up)","COSY & SPACIOUS 5 Bedroom Semi-D @ Holland Grove
-	Walking Distance to Dover MRT Station
-	Close proximity to Holland Village
-	Close proximity to United World College, University Town & Singapore Polytechnic

The 5 bedroom Semi D, 2 ½ stories, @ Jalan Kebaya is a cosy and spacious home for large families
Comes with a large garden and 2 large family spaces
-	Land Size 3700sqft
-	Built up 4300sqft

Porch space parks 1 car, road side ample parking
Level 1 : Living, Dining, #1 bedroom
Level 2 : Family area, 4 x bedroom
Attic : Family play area

Available from mid-December 2016
Partial furnished
$9,088/mth Negotiable

CALL TO VIEW NOW!!
-- 
Best Regards,
 
 
Mervin Tang
Group Director
Division Lead Trainer, Project Sales, International Projects
CEA Reg No. : R030951Z
Huttons Asia Pte Ltd

Mobile: (65) 9184 0208 
Website: http://sg-realestate-sg.blogspot.sg/
Sales Enquiry: mervintang.huttons@gmail.com
Career Discussions: http://sg-realestate-sg.blogspot.com/ 
Testimonials: http://sg-realestate-sg.blogspot.sg/p/testimonials.html
North East Line GTA: http://nelpropertychampions.blogspot.sg/",,All races welcome,North,,Partially Furnished,Yes,24 months,Holland Grove Park,3 Baths,4 Beds,,S$1.78 psf,"S$8,888/mo",https://www.99.co/singapore/rent/property/property-in-singapore-landed-H7r3fDpi7ien7XNQTytBHK
"Loft,High Ceiling,Stove,Bomb Shelter,Fridge,Walk In Closet,Bathtub,Dryer,Oven,Dishwasher,Corner Unit,Roof Terrace,City View,Patio / PES,Balcony,Renovated,Aircon,Maid Room,Greenery View,Closet,TV,Utility Room,Study Room,Washer,Fibre Ready","4,500 sqft (built up)","LUXURIOUS, Modern Concept Landed 5 bedroom Semi-D @ Vanda Crescent (D11)

!!NEWLY Built 3 Storey Semi-D with basement and Pool!!
5 bedroom, all ensuite, maids room, family area, 2 x outdoor patio spaces
Car porch parks 2 cars, ample space for visitors
-	2 min drive to PIE
-	5 min walk to Sixth-Avenue
-	Direct access to Dunearn Road & PIE via Eng Neo Road
Land size: 2800sqft
Built up: 5600sqft

Partial furnished
Available Immediately
Dedicated maintenance team
Asking $13,888/mth negotiable

-- 
Best Regards,
 
 
Mervin Tang
Group Director
Division Lead Trainer, Project Sales, International Projects
CEA Reg No. : R030951Z
Huttons Asia Pte Ltd

Mobile: (65) 9184 0208 
Website: http://sg-realestate-sg.blogspot.sg/
Sales Enquiry: mervintang.huttons@gmail.com
Career Discussions: http://sg-realestate-sg.blogspot.com/ 
Testimonials: http://sg-realestate-sg.blogspot.sg/p/testimonials.html
North East Line GTA: http://nelpropertychampions.blogspot.sg/",D11,All races welcome,North,,Partially Furnished,Yes,24 months,Orchid Village,6 Baths,4 Beds,,S$3.09 psf,"S$13,888/mo",https://www.99.co/singapore/rent/property/vanda-crescent-landed-BcvW5kEzMSaSXSt59Bp8xP
"Clubhouse,Roof Terrace,Patio / PES,Stove,Dishwasher,Fridge,Walk In Closet,Dryer,Oven,Corner Unit,Security,Closet,Bomb Shelter,Bathtub,Balcony,Renovated,Aircon,Maid Room,Wading Pool,Swimming Pool,Utility Room,Jacuzzi,Study Room,Sauna,Washer,Fibre Ready,Gym,BBQ,Playground",S$2.56 psf,"SPACIOUS & Luxurious Cluster Bungalows 

Well Fitted and in Brand New Condition",D10,All races welcome,North,,Partially Furnished,Yes,24 months,Eleven @ Holland,"4,250 sqft (built up)",2 Beds,,,"S$10,888/mo",https://www.99.co/singapore/rent/property/holland-link-landed-BQGq5RSdBmnjj55GoELv3K
"Penthouse,Clubhouse,Water Feature,Stove,Timber Deck,Walk In Closet,Sea View,Oven,Parking,Balcony,Fun Pool,City View,TV,Duplex / Maisonette,Utility Room,Playground,Top Floor,Washer,Fibre Ready,BBQ,Gym,Fridge,Dryer,Steam Room,Dishwasher,Aircon,Jacuzzi,Audio System,Security,Bathtub,Lap Pool","5,985 sqft (built up)","EXCLUSIVE Beachfront Living, The Oceanfront @ Sentosa Cove

The Oceanfront @ Sentosa Cove is a MAJESTIC Luxury Development at the gateway of a GLITTERING Marina

-	FOR LEASE, Tony Stark's Malibu type mansion, 5985sqft 
-	Spectacular View Towards The Luxury Yachts in the marina
-	Walking distance to Quayside Isle, Sentosa Cove Village
-	Shuttle bus to Harbour Front MRT, VivoCity

The Oceanfront @ Sentosa Cove brings an EXQUISITE Ocean View and beach front living that is rare in the urban jungle of Singapore.

Direct shuttle buses allow easy access into the CBD while achieving the resort style work and play environment that is available nowhere else in Singapore!

Come now to view and appreciate!!



Best Regards,
 



Mervin Tang
Huttons Asia Pte Ltd
Associate District Director (ADD) @ KLG
CEA Reg No. : R030951Z

Mobile: (65) 9184 0208 
Website: http://thepropertygame.push.sg/
Sales Enquiry: mervintang.huttons@gmail.com
Career Discussions: http://sg-realestate-sg.blogspot.com/ 
Testimonials: http://sg-realestate-sg.blogspot.sg/p/testimonials.html
North East Line GTA: http://nelpropertychampions.blogspot.sg/


",D04,All races welcome,South,15,Partially Furnished,Yes,24 months,The Oceanfront @ Sentosa Cove,6 Baths,4 Beds,,S$3.82 psf,"S$22,888/mo",https://www.99.co/singapore/rent/property/the-oceanfront-sentosa-cove-condo-dYcYrMpGwF7KbdM3Ur5pxA
"Fibre Ready,Renovated,Aircon,Stove,Fridge,Bed,Utility Room,Dryer,Oven,Dining Room Furniture,High Floor,Washer,Corner Unit,Closet","1,200 sqft (built up)","Well RENOVATED, 3 Bedroom Apartment At Toh Guan Road

5 min to Bukit Batok MRT Station 
5 min to Jurong East MRT Interchange

5 min to Ng Teng Fong Hospital
Close proximity to Westgate Mall

Fully Furnished
Available from 16th December 2018

Call to view now!",D22,All races welcome,North,,Fully Furnished,Yes,24 months,267 Toh Guan Road,2 Baths,3 Beds,,S$2.00 psf,"S$2,400/mo",https://www.99.co/singapore/rent/property/267-toh-guan-road-hdb-vCRcdfW6GoyXwTUD6o8k46
"High Ceiling,Stove,Fridge,Walk In Closet,Dryer,Oven,Parking,Balcony,Aircon,Closet,TV,Sofa,Duplex / Maisonette,Bed,Jacuzzi,Top Floor,Washer,Fibre Ready,Lap Pool,Gym",S$3.65 psf,"Tenanted Until 24 Nov
Great Condition 
Viewing Anytime
City View
High Floor & renovated
< 10 Mins Walk to eateries, hotel, subway, NTUC Shopping, Restaurants
24 Security
Modern Pool
< 10 Mins Walk to Novena Mrt
Nice Landlord
Feel free to call now for enquiries!
Do call in Advance for Preferred Timing",D11,,,,,,Flexible,Medge,958 sqft (built up),2 Beds,,,"S$3,500/mo",https://www.99.co/singapore/rent/property/medge-condo-y4Jk6VuuWd6myBtvSX49fV
