Amenities,Area_Sqft,Description,District,Ethnic,Facing,Floor,Furnishing,Keys_On_Hand,Lease,ListingTitle,NumBaths,NumBeds,Pets,Price_psf,RentalRate,Url 
"Penthouse,Clubhouse,Loft,Water Feature,High Ceiling,Jacuzzi,Stove,Parking,Timber Deck,Dishwasher,Fridge,Walk In Closet,Sea View,Steam Room,Oven,Security,Balcony,Fun Pool,Bomb Shelter,Renovated,Aircon,TV,Sofa,Duplex / Maisonette,Bed,Dryer,Playground,Audio System,Dining Room Furniture,Washer,Bathtub,Lap Pool,Gym,BBQ","5,985 sqft (built up)","The oceanfront @Sentosa Cove

*Sky Villa
*4Bedroom 
*Private pool 
*Private lift 
*Panoramic Ocean View 
*Lower floor, master bedroom with 3 ensuite bedrooms
*Upper floor, 1 family entertainment / dinning room 
*Shuttle bus from 6am to 10pm 
*20mins to CBD and Marina Financial Dirstrict
*10mins walk to Quayside Isle and cold storage 
*10mins drive away Resorts World Sentosa
*Nearby Etonhouse, international pre-school and primary school 
*The MCST provides buggy for rental to residents

Call Vivian 94501886 for viewing now!!!",D04,,North East,,Fully Furnished,Yes,12 months,The Oceanfront @ Sentosa Cove,4 Baths,4 Beds,,S$3.68 psf,"S$22,000/mo",https://www.99.co/singapore/rent/property/the-oceanfront-sentosa-cove-condo-ntcYbXvnwtGLN4EvPJ8qkU
"Clubhouse,Games Room,Stove,Parking,City View,Fridge,Walk In Closet,Sauna,Dryer,Oven,Dining Room Furniture,Dishwasher,Closet,Balcony,Bomb Shelter,Bathtub,Renovated,Aircon,Swimming Pool,Maid Room,Sofa,Bed,TV,Wading Pool,Jacuzzi,Audio System,High Floor,Security,Fibre Ready,Lap Pool,Gym,BBQ","2,680 sqft (built up)","Singapore Condominium & Apartment in CBD For Rent or Lease - Marina Bay Suites
A beautifully furnished & spacious apartment located in the heart of Singapore Central Business District (CBD) with MBS & bay view. This apartment is located within  short walking distance to Raffles Place MRT station (EW17/NS26) & Downtown MRT (DT17). 
- Size: 2680 sq. ft.
- Price: S$16,000 negotiable 
- Bedrooms: 4 bedrooms plus utility/maid's room
- Furnished: Fully Furnished
- Ex-showflat with designer decor 
- Super high floor with MBS & bay view
- Living, dining and family area
- Wet and dry kitchen
- 3-mins walk to Downtown MRT station (DW17)
- 5-mins walk to Raffles Place MRT (NS26/EW14)
- Easily accessible by MRT, bus and via the ECP & MCP
- Easy access to Marina BaySands, Marina Barrage *+& Gardens by the Bay.

Viewing anytime. Co-broke welcome!
Please contact Jessica on +65 9338 2828.

新加坡乌中央商务区公寓出租
面积： 2680 平方英尺 
卧室： 4+1
浴室:   4
- 阳台 / 高楼层 / 私人电梯大堂
- 滨海湾金沙景观
- 公寓大楼设施齐全
- 步行5分钟即可到莱佛士坊地铁站 (NS26/EW14)和市中心地铁站 (DT17)

如果您有任何产业需求，欢迎联系杨小姐. 谢谢
手机号码：(+65) 9338 2828",D01,All races welcome,North East,,Fully Furnished,Yes,Flexible,Marina Bay Suites,4 Baths,4 Beds,Not Allowed,S$5.97 psf,"S$16,000/mo",https://www.99.co/singapore/rent/property/marina-bay-suites-condo-ESKFDy7zweptUdPNH4DHaT
"Stove,Parking,Fridge,Walk In Closet,Dryer,Dining Room Furniture,Security,Balcony,Aircon,Closet,TV,Sofa,Greenery View,Bed,Utility Room,Playground,Fitness Corner,High Floor,Washer,Fibre Ready","1,702 sqft (built up)","ERA Home Explorer Group

- Few minutes walk to Jurong East MRT, shopping malls, interchange and more
- Spacious unit at 1702 sqft
- Easy access to major expressway too
- High floor, unblocked view
- Fully furnished with 3 bedrooms fitted with aircon
- Available immediate

Call / SMS / Whatsapp me @ 90020500 to find out more !",D22,All races welcome,North East,,Fully Furnished,,24 months,Ivory Heights,2 Baths,3 Beds,,S$2.06 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/ivory-heights-condo-XHAnyXRtFHjfUbUqi6SRkZ
"Aircon,Closet,Sofa,Stove,Fridge,Bed,Dining Room Furniture,High Floor,Washer,Fibre Ready",980 sqft (built up),"483 Jurong West St 41
Approved 3+1
Furnished With 2 Ac
$2.1K
Avail 1st April 2019



Jerry Lim @ 90112687
Senior Group Director 
R004549J / Century 21-GA Property 
",D22,All races welcome,,,,,12 months,483 Jurong West Street 41,2 Baths,3 Beds,,S$2.14 psf,"S$2,100/mo",https://www.99.co/singapore/rent/property/483-jurong-west-street-41-hdb-2qcAD5m8HTMA9q5Jzysy2K
"Bomb Shelter,Aircon,TV,Sofa,Fridge,Bed,Dining Room Furniture,Washer",900 sqft (built up),"Punggol drive 
3bedroom for rent
Fully furnished
Call 81681230 for viewing now ",D19,All races welcome,,,,Yes,Flexible,612C Punggol Drive,2 Baths,3 Beds,,S$2.11 psf,"S$1,900/mo",https://www.99.co/singapore/rent/property/612c-punggol-drive-hdb-Pf77NeoBQW5mJw8bnJSFua
"High Ceiling,Stove,Fridge,Walk In Closet,Jacuzzi,Oven,Parking,Mid Floor,Security,Balcony,Pool View,Closet,Aircon,Greenery View,Wading Pool,Swimming Pool,Utility Room,Playground,Audio System,Washer,Bathtub,Gym,BBQ","1,745 sqft (built up)","ingapore Apartment For Rent - Duet 
- 1744 sq. ft.
-  S$5,700 per month negotiable
- Mid floor,  Pool & Greenery View
- Partially Furnished
-  3 bedroom plus utility room
-  Private lift lobby
- Available Immediate
- Facilities include pool / gym / playground / BBQ
- 12-mins walk to Farrer Road MRT
- 2-minutes walk to bus stop
- 10 minutes walk to Botanic Gardens and Holland Village
- 5 minutes drive to Orchard Road
- 12-minutes walk to Empress Market for your fresh grocery
- Easily accessible by PIE 
- Tenants and agents welcome

Please contact Jessica on +65 9338 2828. ",D10,All races welcome,North East,,Partially Furnished,Yes,Flexible,Duet,3 Baths,3 Beds,Allowed,S$3.27 psf,"S$5,700/mo",https://www.99.co/singapore/rent/property/duet-condo-tpHwf6ADQmWQo8affvpRuC
"City View,Aircon,Closet,Greenery View,Gym,Fridge,Swimming Pool,Utility Room,Parking,Security,Fibre Ready,Stove,BBQ",S$3.66 psf,"Nestled in the serene and prestigious Orange Grove area, Orange Regency offers spacious apartments in an exclusive, low-density residential development along Fernhill Road.

Stay close to the shopping and entertainment belt of Singapore, with Orchard Road just minutes’ away.

Orange Regency is also within walking distance of Stevens MRT Station, The American Club and The Tanglin Club. Complimentary shuttle bus services are available to Dhoby Ghaut, City Hall and Raffles Place MRT stations.

Level Rooms sqft       Rent      Date available
#01     4+U    1,776 $6,600    Immed Partial
#03     4+U    1,776 $6,600    28-Sep-18 Partial

1)Minutes drive to Orchard / International Schools
2) Exclusive to 15 units in the whole development

Photos are for illustration only, taken from showroom unit. ",D10,All races welcome,,,Partially Furnished,,12 months,Orange Regency,"1,776 sqft (built up)",4 Beds,Allowed,,"S$6,500/mo",https://www.99.co/singapore/rent/property/orange-regency-condo-pyJg9N43KQdUqa44vhWcEU
"City View,Open Terrace,Aircon,Water Feature,TV,Sofa,Gym,Pool Deck,Fridge,Bed,Swimming Pool,Dryer,Steam Room,Dining Room Furniture,High Floor,Washer,Parking,Security,BBQ,Balcony",571 sqft (built up),"District 9 @ River valley 
VIVACE 2 bedroom for rent!!
*High floor 
*Come with balcony 
* Ideal Location, mins walk to Clarke Quay MRT and Fort canning MRT.
*Mins to liang court, UE sqaure, Robertson quay, Central Mall, Sommerset 313, Orchard, bugis
* Supermarket right across the street
* Many restaurants and bars down the street at Robertson Quay
* Mins drive to the belt of Orchard Road
* Mins drive to CBD
* Squarish Layout
* Nice landlord 
* Available immediate
*Viewing anytime, key on hand 

Call 81681230 for viewing now

Unit available 
*Vivace, rv point, oxley edge, stellar rv, rv edge, loft@nathan, mercury ",D09,,North,,Fully Furnished,Yes,Flexible,Vivace,1 Bath,2 Beds,,S$4.73 psf,"S$2,700/mo",https://www.99.co/singapore/rent/property/vivace-condo-FZkb3VuVuB2CGtYXw6uz4G
"Bomb Shelter,Pool Deck,Aircon,Closet,Swimming Pool,High Ceiling,Sofa,Gym,Open Terrace,Fridge,Bed,TV,Dryer,Study Room,Dining Room Furniture,High Floor,Washer,Parking,Security,Balcony",377 sqft (built up),"Oxley Edge
District 9 @ River valley 
1bedroom + 1study
Fully furnished
High ceiling 
Walk to fort canning mrt, UE square, liang court, Robertson quay, Clark quay, Central mall, Orchard, Sommerset 313.

Call 81681230 for viewing now ",D09,All races welcome,East,,Fully Furnished,Yes,Flexible,Oxley Edge,1 Bath,1 Bed,,S$6.37 psf,"S$2,400/mo",https://www.99.co/singapore/rent/property/oxley-edge-condo-DqaBxgqLJPKTa3mzXxTwgF
"Gym,Fridge,Sauna,Low Floor,Jacuzzi,Steam Room,Oven,Parking,Mid Floor,Security,Balcony,Wading Pool,Swimming Pool,Utility Room,High Floor,Washer,Fibre Ready","1,970 sqft (built up)","Grange 70 (70 Grange Road)
 Located along Grange Road, Grange 70 is just at the fringe of Orchard Road, Singapore’s famous shopping and entertainment belt. Within walking distance is international schools such as ISS International School and Chatsworth International School (Orchard Campus). Other lifestyle amenities nearby include one of UNESCO World Heritage Site - the Singapore Botanic Gardens, Great World City, The American Club and Clarke Quay. Enjoy island-wide access via the Central Expressway (CTE) and Orchard MRT Station just 10 minutes’ walk away.Grange 70 offers privacy alike a boutique apartment with exclusive private lift lobby and direct access to the doorstep of your apartment and 24-hour security. It is the ultimate choice for a lifestyle blended with complete privacy and comfort for discerning expatriates and families.

 Our residents at Grange 70 enjoy exclusive access to the facilities such as swimming pool, tennis courts, gymnasium, jacuzzi, sauna & steam rooms and BBQ pits at nearby Orchard Parksuites, which is just next to Orchard MRT Station and a short walk from Grange 70. Complimentary shuttle bus service to MRT Stations are also provided. 

1) Complimentary weekday shuttle bus
service at 8.10am to Dhoby Ghaut, City
Hall and Raffles Place MRT except Sat,
Sun & PH

Level Rooms sqft  Rent  Date available
#03 4+U  1,981 $7,300 Immed Partial
#06 4+U  1,981 $7,500 19-Sep-18 Partial
#10 3+U  1,970 $7,000 29-Sep-18 Partial

Sam PK 
CEA: R057162A
Whatsapp : +65 91529962
 rainesam@gmail.com",D10,All races welcome,,,Partially Furnished,,12 months,Grange 70,3 Baths,3 Beds,Allowed,S$3.50 psf,"S$6,888/mo",https://www.99.co/singapore/rent/property/grange-70-condo-DQtNmWpjLE2kQcnSQgDeuJ
"Renovated,Closet,TV,Stove,Fridge,Bed,Aircon,Mid Floor,Dining Room Furniture,Washer,Fibre Ready","1,177 sqft (built up)","202A Punggol Field
Approved And Spacious 3+1 (5RM)
Furnished With Ac And WiFi 
New TV And Washing Machine!
Asking $1950.00
Avail 1st March 2019

QUOTA : SINGAPOREAN AND MALAYSIAN ELIGIBLE ONLY

Jerry Lim @ 90112687
Senior Group Director 
R004549J / Century 21-GA Property 
",D19,,,,Fully Furnished,,12 months,202A Punggol Field,2 Baths,3 Beds,,S$1.66 psf,"S$1,950/mo",https://www.99.co/singapore/rent/property/202a-punggol-field-hdb-pGpPSHMKwd9P8sb3YGd8WK
"Aircon,Closet,TV,Sofa,Stove,Fridge,Bed,Low Floor,Dining Room Furniture,Washer,Fibre Ready",721 sqft (built up),"205 Jurong East St 21
Approved 2+1 (3NG)
Furnished With 1 Ac
$2.2K
Avail 1 Feb 2019

Jerry Lim @ 90112687
Senior Group Director 
R004549J / Century 21-GA Property 





 ☆ ISLANDWIDE PROPERTY RENTAL AND SALES NETWORK ☆

Personal / Company Lease

☼ Ready professional tenants with profile like family, couple and single ladies.
☼ TENANTS are from Malaysia, Philippines, Indonesia...
☼ Unit rental most welcome.
☼ Immediate viewing, deposit plus rental advance & occupancy within a month.


☆ Unit Type Price Range ☆

HDB 1 room +1 hall flat $1.5K - $1.9K &gt;&gt; Near CBD: $1.6K - $2K
HDB 2 room +1 hall flat $2.1K - $2.8K &gt;&gt; Near CBD: $2.6K - $2.9K
HDB 3 room +1 hall flat $2.6K - $3K &gt;&gt; Near CBD: $3.2K - $3.7K
HDB 4 room +1 hall flat $2.9K - $3.5K &gt;&gt; Near CBD: $3.6K - $4K

Price range depends on location, condition, furnish of the unit and size of the house.

=========================
☆☆ SELLER & LANDLORD ☆☆
=========================

List your properties with me for the widest exposure and coverage. Yishun, Sembawang, Admiralty, Woodlands, Marsiling are my stronghold. Me and my team are willing to serve all other areas.

Do whatsapp/contact me, Jerry Lim @ 90112687 for a non-obligatory discussion.",D22,,,,Fully Furnished,,12 months,205 Jurong East Street 21,2 Baths,2 Beds,,S$3.05 psf,"S$2,200/mo",https://www.99.co/singapore/rent/property/205-jurong-east-street-21-hdb-rtWvEpoBQavgRJdqtxEfyh
"Bomb Shelter,Security,Aircon,Water Feature,TV,Sofa,Gym,Pool Deck,Fridge,Bed,Swimming Pool,Dryer,Top Floor,High Floor,Dining Room Furniture,Parking,Washer,BBQ,Balcony",538 sqft (built up),"River valley
2bedroom for rent
Available immediate 
Key on hand
Call 81681230 for viewing now ",D10,All races welcome,South,,Fully Furnished,Yes,Flexible,Stellar Rv,1 Bath,2 Beds,,S$5.20 psf,"S$2,800/mo",https://www.99.co/singapore/rent/property/stellar-rv-condo-xh4s25V6EkpxaSahxF5KvZ
"Penthouse,Loft,High Ceiling,Stove,Fridge,Walk In Closet,Dryer,Parking,Security,Balcony,Bomb Shelter,Aircon,Closet,TV,Sofa,Bed,Jacuzzi,Dining Room Furniture,Washer,Lap Pool,Gym",910 sqft (built up),"Loft@nathan 
District 10
River valley
Nathan road
1Bedroom for rent
Fully furnished 
Available immediate 
Bedroom with walk-in wardrobe
Nearest mrt Tiong Bahru MRT or Sommerset MRT
minutes to great world city and eateries

Call 81681230 for viewing now",D10,All races welcome,South,,Fully Furnished,Yes,Flexible,Loft @ Nathan,2 Baths,1 Bed,Not Allowed,S$3.30 psf,"S$3,000/mo",https://www.99.co/singapore/rent/property/loft-nathan-condo-9CmZNJuSYaenQxpD5c3i4N
"Jogging Track,Water Feature,Stove,Parking,Fridge,Sea View,Steam Room,Oven,High Floor,Security,Balcony,Pavilion,Closet,Aircon,TV,Sofa,Bed,Swimming Pool,Waterfall,Playground,Dining Room Furniture,Washer,Fibre Ready,Lap Pool,Gym,BBQ,Hydrotherapy Pool",904 sqft (built up),"Very high floor with nice sea view from both living room and from master bedroom
balcony in both rooms and living area
avail immediate
fully furnish with wifi connection
next to I12 Katong and Parkway Parade Shopping Mall whereby amenities are - cinema, eateries, banks, supermarkets, retail shops, food centre/ market 
just mins walk to East Coast Beach",D15,,South,,Fully Furnished,,Flexible,Coralis,2 Baths,2 Beds,,S$4.09 psf,"S$3,700/mo",https://www.99.co/singapore/rent/property/coralis-condo-Fp76kUhx28E2kqywpZ7xL
"City View,Open Terrace,Aircon,Water Feature,TV,Sofa,Gym,Pool Deck,Fridge,Bed,Swimming Pool,Dryer,Steam Room,Dining Room Furniture,High Floor,Washer,Parking,Security,BBQ,Balcony",560 sqft (built up),"District 9 @ River valley 
VIVACE 2 bedroom for rent!!
*High floor 
*Come with balcony 
* Ideal Location, mins walk to Clarke Quay MRT and Fort canning MRT.
*Mins to liang court, UE sqaure, Robertson quay, Central Mall, Sommerset 313, Orchard, bugis
* Supermarket right across the street
* Many restaurants and bars down the street at Robertson Quay
* Mins drive to the belt of Orchard Road
* Mins drive to CBD
* Squarish Layout
* Nice landlord 
* Available immediate
*Viewing anytime, key on hand 

Call 81681230 for viewing now

Unit available 
*Vivace, rv point, oxley edge, stellar rv, rv edge, loft@nathan, mercury",D09,All races welcome,North,,Fully Furnished,Yes,Flexible,Vivace,1 Bath,2 Beds,,S$5.18 psf,"S$2,900/mo",https://www.99.co/singapore/rent/property/vivace-condo-dRfHo2cMECGyPz9s5kVQKX
"Bomb Shelter,Aircon,Closet,Greenery View,Fridge,Bed,Sauna,Jacuzzi,Swimming Pool,Wading Pool,Dryer,Playground,Fitness Corner,Parking,Dining Room Furniture,Washer,Fibre Ready,Lap Pool,Gym,BBQ,Games Room",S$6.29 psf,"1bedroom for rent

Walk to novena MRT station

Available 1st Dec 2017",,All races welcome,,,Fully Furnished,Yes,Flexible,Suites @ Shrewsbury,334 sqft (built up),1 Bed,,,"S$2,100/mo",https://www.99.co/singapore/rent/property/suites-shrewsbury-condo-MuAgjBQ2wdPyoRzeDraDA4
"Jogging Track,Clubhouse,Function Room,Water Feature,Gym,Fridge,Jacuzzi,Dryer,Steam Room,Parking,Pond,Sky Terrace,Security,Balcony,Pavilion,Basketball Court,Aircon,Greenery View,Waterfall,Swimming Pool,Wading Pool,Sea View,Fountain,Study Room,Fitness Corner,Washer,Games Room,Lap Pool,BBQ,Playground",624 sqft (built up),"Waterbank at Dakota 
1+Study! Excellent River Views! 

Partial sea views from this beautiful unit!

~Excellent Layout !!! 
~Great Investment !!! 
~Near to MRT !!! 
~ Very windy unit 

Hurry Call Eugene Lum ERA to view Today !!! 

Call Now For Viewing !!! 

Pls Contact EUGENE LUM ERA @ 90121202 
OR 
EMAIL: euglyw@yahoo.com 

or VISIT www.eugenelum.com for more listings! 

Seller/Landlord Welcome!!! 

Our experienced team targeted marketing and dedication 
make the ideal combination for success working as a team to maximise every opportunity to find the right client for &#39;OUR&#39; property.I am extremely transparents in my negotiations with tenants, landlords and co-broking agent so that its Win-Win situation for all parties. 

Selling and renting in the shortest time and with the BEST offer. 

We Treat You As Our Lifetime Business Partner 

Please contact Eugene Lum today @ 90121202 for a non-obligatory discussion",D14,,,,Partially Furnished,,24 months,Waterbank At Dakota,1 Bath,2 Beds,,S$4.97 psf,"S$3,100/mo",https://www.99.co/singapore/rent/property/waterbank-at-dakota-condo-Rva5sEvpHdb5tJqFs27yGa
"Security,Renovated,Closet,Swimming Pool,TV,Sofa,Stove,Fridge,Bed,Aircon,Dryer,Tennis Court,Oven,Parking,Dining Room Furniture,Washer,Bathtub,Gym,BBQ",960 sqft (built up),"2+1 rms, spacious layout, excellent condition! 
Nicely furnished, quality fittings/furnishings! Available now.
Mins walk to MRT (Bugis/ Rochor/ Bencoolen/ Jalan Besar stations) and shopping malls (Bugis Junction, Bugis Plus, OG department store, Sim Lim Square etc). 

- Central location, easy access to CBD/ Orchard Road!

- Close to amenities such as food center, food courts, supermarket, restaurants, shops, banks, national library and cinemas etc. 

- Full condo facilities (Swimming pool, BBQ pits, gym, tennis court, lounge and multi-purpose hall etc). 

Minimum one year lease, no agent fee from direct tenants. Agents co-broke most welcome!

Available for viewing, CALL 9100 5000.",D07,,,,Fully Furnished,,Flexible,The Bencoolen,2 Baths,2 Beds,,S$3.65 psf,"S$3,500/mo",https://www.99.co/singapore/rent/property/the-bencoolen-condo-XgeJTyb2yYzdDPybhHhdHd
